SCENARIO 1

date;t1;t2;t3;t4;t5;t6;t7
2023-12-17 00:35;;;;5.5;-4.6;3.4;8.8
2023-12-17 00:40;;;;5.5;-4.662374746;3.4;8.8
2023-12-17 00:45;;;;5.5;-4.737525046;3.4;8.8
2023-12-17 00:50;;;;5.5;-4.812675347;3.4;8.8
2023-12-17 00:55;;;;5.5;-4.887825648;3.4;8.8
2023-12-17 01:00;;;;5.5;-4.962975948;3.4;8.8
2023-12-17 01:05;;;;5.5;-5.038126249;3.4;8.8
2023-12-17 01:10;;;;5.5;-5.08641026;3.4;8.8
2023-12-17 01:15;;;;5.5;-5.009487184;3.4;8.8
2023-12-17 01:20;;;;5.5;-4.932564107;3.4;8.8
2023-12-17 01:25;;;;5.5;-4.85564103;3.4;8.8
2023-12-17 01:30;;;;5.5;-4.778717953;3.4;8.8
2023-12-17 01:35;;;;5.5;-4.701794876;3.4;8.8
2023-12-17 01:40;;;;5.5;-4.624871799;3.4;8.8
2023-12-17 01:45;;;;5.5;-4.6;3.313247871;8.8
2023-12-17 01:50;;;;5.5;-4.6;3.185042743;8.8
2023-12-17 01:55;;;;5.5;-4.6;3.056837615;8.8
2023-12-17 02:00;;;;5.5;-4.6;2.928632487;8.8
2023-12-17 02:05;;;;5.5;-5.50816317;2.9;8.8
2023-12-17 02:10;;;;5.5;-5.529955295;2.9;8.8
2023-12-17 02:15;;;;5.5;-5.455439647;2.9;8.8
2023-12-17 02:20;;;;5.5;-5.380923999;2.9;8.8
2023-12-17 02:25;;;;5.5;-5.306408351;2.9;8.8
2023-12-17 02:30;;;;5.5;-5.231892703;2.9;8.8
2023-12-17 02:35;;;;5.5;-5.157377054;2.9;8.8
2023-12-17 02:40;;;;5.5;-5.243749956;2.9;8.8
2023-12-17 02:45;;;;5.5;-5.554059837;2.9;8.8
2023-12-17 02:50;;;;5.5;-5.44722223;2.9;8.8
2023-12-17 02:55;;;;5.5;-5.340384623;2.9;8.8
2023-12-17 03:00;;;;5.5;-5.233547016;2.9;8.8
2023-12-17 03:05;;;;5.5;-5.12670941;2.9;8.8
2023-12-17 03:10;;;;5.5;-5.405706491;2.9;8.8
2023-12-17 03:15;;;;5.5;-5.769565168;2.9;8.8
2023-12-17 03:20;;;;5.5;-5.925059129;2.9;8.8
2023-12-17 03:25;;;;5.5;-5.551923122;2.9;8.8
2023-12-17 03:30;;;;5.5;-5.146494976;2.9;8.8
2023-12-17 03:35;;;;5.5;-5.36108725;2.9;8.8
2023-12-17 03:40;;;;5.5;-5.575679525;2.9;8.8
2023-12-17 03:45;;;;5.5;-5.54435147;2.9;8.8
2023-12-17 03:50;;;;5.5;-5.481589963;2.9;8.8
2023-12-17 03:55;;;;5.5;-5.418828457;2.9;8.8
2023-12-17 04:00;;;;5.5;-5.356066951;2.9;8.8
2023-12-17 04:05;;;;5.5;-5.293305445;2.9;8.8
2023-12-17 04:10;;;;5.5;-5.230543938;2.9;8.8
2023-12-17 04:15;;;;5.5;-5.167782432;2.9;8.8
2023-12-17 04:20;;;;5.5;-5.105020926;2.9;8.8
2023-12-17 04:25;;;;5.5;-5.230681806;2.9;8.8
2023-12-17 04:30;;;;5.5;-5.37272726;2.9;8.8
2023-12-17 04:35;;;;5.5;-5.514772714;2.9;8.8
2023-12-17 04:40;;;;5.5;-5.647745347;2.836339537;8.8
2023-12-17 04:45;;;;5.5;-5.767108742;2.677188344;8.8
2023-12-17 04:50;;;;5.1;-5.886472137;2.51803715;8.8
2023-12-17 04:55;;;;5.1;-5.522159131;2.5;8.8
2023-12-17 05:00;;;;5.1;-5.316340903;2.5;8.8
2023-12-17 05:05;;;;5.1;-5.199061778;2.5;8.8
2023-12-17 05:10;;;;5.1;-5.081782654;2.5;8.8
2023-12-17 05:15;;;;5.1;-4.96450353;2.5;8.8
2023-12-17 05:20;;;;5.1;-4.910280229;2.5;8.8
2023-12-17 05:25;;;;5.1;-4.933125188;2.5;8.8
2023-12-17 05:30;;;;5.1;-4.955970147;2.5;8.8
2023-12-17 05:35;;;;5.1;-4.978815106;2.5;8.8
2023-12-17 05:40;;;;5.1;-5.001660065;2.5;8.8
2023-12-17 05:45;;;;5.1;-5.024505024;2.5;8.8
2023-12-17 05:50;;;;5.1;-5.047349982;2.5;8.8
2023-12-17 05:55;;;;5.1;-5.070194941;2.5;8.8
2023-12-17 06:00;;;;5.1;-5.0930399;2.5;8.8
2023-12-17 06:05;;;;5.1;-5.115884859;2.5;8.8
2023-12-17 06:10;;;;5.1;-5.138729818;2.5;8.8
2023-12-17 06:15;;;;5.1;-5.161574777;2.5;8.8
2023-12-17 06:20;;;;5.1;-5.184419736;2.5;8.8
2023-12-17 06:25;;;;5.1;-5.207264694;2.5;8.8
2023-12-17 06:30;;;;5.1;-5.230109653;2.5;8.8
2023-12-17 06:35;;;;5.1;-5.252954612;2.5;8.8
2023-12-17 06:40;;;;5.1;-5.275799571;2.5;8.8
2023-12-17 06:45;;;;5.1;-5.29864453;2.5;8.8
2023-12-17 06:50;;;;5.1;-5.321489489;2.5;8.8
2023-12-17 06:55;;;;5.1;-5.344334448;2.5;8.8
2023-12-17 07:00;;;;5.1;-5.367179406;2.5;8.8
2023-12-17 07:05;;;;5.1;-5.390024365;2.5;8.8
2023-12-17 07:10;;;;5.1;-5.387136553;2.5;8.8
2023-12-17 07:15;;;;5.1;-5.364302027;2.5;8.8
2023-12-17 07:20;;;;5.1;-5.341467502;2.5;8.8
2023-12-17 07:25;;;;5.1;-5.318632976;2.5;8.8
2023-12-17 07:30;;;;5.1;-5.29579845;2.5;8.8
2023-12-17 07:35;;;;5.1;-5.272963924;2.5;8.8
2023-12-17 07:40;;;;5.1;-5.250129399;2.5;8.8
2023-12-17 07:45;;;;5.1;-5.227294873;2.5;8.8
2023-12-17 07:50;;;;5.1;-5.204460347;2.5;8.8
2023-12-17 07:55;;;;5.1;-5.181625821;2.5;8.8
2023-12-17 08:00;;;;5.1;-5.158791295;2.5;8.8
2023-12-17 08:05;;;;5.1;-5.13595677;2.5;8.8
2023-12-17 08:10;;;;5.1;-5.113122244;2.5;8.8
2023-12-17 08:15;;;;5.1;-5.090287718;2.5;8.8
2023-12-17 08:20;;;;5.1;-5.067453192;2.5;8.8
2023-12-17 08:25;;;;5.1;-5.044618666;2.5;8.8
2023-12-17 08:30;;;;5.1;-5.021784141;2.5;8.8
2023-12-17 08:35;;;;5.1;-4.998949615;2.5;8.8
2023-12-17 08:40;;;;5.1;-4.976115089;2.5;8.8
2023-12-17 08:45;;;;5.1;-4.953280563;2.5;8.8
2023-12-17 08:50;;;;5.1;-4.930446038;2.5;8.8
2023-12-17 08:55;;;;5.1;-4.907611512;2.5;8.8
2023-12-17 09:00;;;;5.1;-4.9;2.678890839;8.8
2023-12-17 09:05;;;;5.1;-4.9;2.947227153;8.8
2023-12-17 09:10;;;;5.1;-4.775516551;3;8.8
2023-12-17 09:15;;;;5.1;-4.620557874;3;8.8
2023-12-17 09:20;;;;5.1;-4.465599196;3;8.8
2023-12-17 09:25;;;;5.1;-4.373984969;3;8.8
2023-12-17 09:30;;;;5.1;-4.328872187;3;8.8
2023-12-17 09:35;;;;5.1;-4.283759405;3;8.8
2023-12-17 09:40;;;;5.1;-4.238646623;3;8.8
2023-12-17 09:45;;;;5.1;-4.193533841;3;8.8
2023-12-17 09:50;;;;5.1;-4.148421059;3;8.8
2023-12-17 09:55;;;;5.1;-4.103308277;3;8.8
2023-12-17 10:00;;;;5.1;-4.058195496;3;8.8
2023-12-17 10:05;;;;5.1;-4.013082714;3;8.8
2023-12-17 10:10;;;;5.1;-3.967969932;3;8.8
2023-12-17 10:15;;;;5.1;-3.92285715;3;8.8
2023-12-17 10:20;;;;5.1;-3.878594164;3;8.8
2023-12-17 10:25;;;;5.1;-3.835203941;3;8.8
2023-12-17 10:30;;;;5.1;-3.791813718;3;8.8
2023-12-17 10:35;;;;5.1;-3.748423495;3;8.8
2023-12-17 10:40;;;;5.1;-3.705033273;3;8.8
2023-12-17 10:45;;;;5.1;-3.66164305;3;8.8
2023-12-17 10:50;;;;5.1;-3.618252827;3;8.8
2023-12-17 10:55;;;;5.1;-3.574862605;3;8.8
2023-12-17 11:00;;;;5.1;-3.531472382;3;8.8
2023-12-17 11:05;;;;5.1;-3.488082159;3;8.8
2023-12-17 11:10;;;;5.1;-3.444691937;3;8.8
2023-12-17 11:15;;;;5.1;-3.401301714;3;8.8
2023-12-17 11:20;;;;5.1;-3.285613227;3;8.8
2023-12-17 11:25;;;;5.1;-3.167688699;3;8.8
2023-12-17 11:30;;;;5.1;-3.049764171;3;8.8
2023-12-17 11:35;;;;5.1;-2.931839643;3;8.8
2023-12-17 11:40;;;;5.1;-2.9;3.047879307;8.8
2023-12-17 11:45;;;;5.1;-2.9;3.113467413;8.8
2023-12-17 11:50;;;;5.1;-2.9;3.17905552;8.8
2023-12-17 11:55;;;;5.1;-2.9;3.244643627;8.8
2023-12-17 12:00;;;;5.1;-2.9;3.310231733;8.8
2023-12-17 12:05;;;;5.1;-2.9;3.37581984;8.8
2023-12-17 12:10;;;;5.1;-2.9;3.441407947;8.8
2023-12-17 12:15;;;;5.1;-2.893188602;3.5;8.8
2023-12-17 12:20;;;;5.1;-2.829331642;3.5;8.8
2023-12-17 12:25;;;;5.1;-2.765474681;3.5;8.8
2023-12-17 12:30;;;;5.1;-2.701617721;3.5;8.8
2023-12-17 12:35;;;;5.1;-2.637760761;3.5;8.8
2023-12-17 12:40;;;;5.1;-2.5739038;3.5;8.8
2023-12-17 12:45;;;;5.1;-2.51004684;3.5;8.8
2023-12-17 12:50;;;;5.1;-2.44618988;3.5;8.8
2023-12-17 12:55;;;;5.1;-2.4;3.518354698;8.8
2023-12-17 13:00;;;;5.1;-2.4;3.584697024;8.8
2023-12-17 13:05;;;;5.1;-2.4;3.651039351;8.8
2023-12-17 13:10;;;;5.1;-2.4;3.717381677;8.8
2023-12-17 13:15;;;;5.1;-2.4;3.783724003;8.8
2023-12-17 13:20;;;;5.1;-2.4;3.85006633;8.8
2023-12-17 13:25;;;;5.1;-2.4;3.916408656;8.8
2023-12-17 13:30;;;;5.1;-2.4;3.982750982;8.8
